"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.519286,-0.102527,-0.848428,0.345806,-0.168891,-0.922981,0.454,-0.152,-0.272,-0.266,0.102,0.13,0,0,0.59,0,0,0,0,0,0,0.07,0.47,0,0,0.07,1.56,0
0.084183,-0.004102,-0.996442,-0.089949,0.001856,-0.995945,-0.003,-0.001,-0.086,0.051,-0.017,0.04,0.3,0.01,0,0,0,0.01,0,0,0,0.01,0.14,0,0,0.01,0,0
0.153433,0.089385,-0.984108,-0.010261,0.087433,-0.996118,0.072,0.089,0.046,-0.069,0.026,0.05,0.25,0.05,0,0,0,0,0,0,0,0.04,0,0,0,0.52,0,0
0.105858,-0.020117,-0.994178,-0.008248,-0.046058,-0.998905,0.049,-0.033,-0.109,-0.102,0.056,0.03,0,0,0.02,0,0.02,0,0,0,0,0.21,0.83,0.11,0,0.29,0.42,0
-0.320025,-0.056494,-0.945723,-0.518486,-0.042933,-0.854007,-0.436,-0.055,-0.238,0.469,0.068,0,0,0.66,0,0,0,0,0,0,0,0,1.44,0,1.32,0.39,1,0
0.093366,-0.054026,-0.994165,-0.087849,-0.044891,-0.995122,0.003,-0.05,-0.159,0.059,-0.048,0.17,0.21,0.08,0,0,0.14,0,0,0,0,0.07,0.04,0.03,0,0.22,0,0.04
0.036425,-0.075282,-0.996497,-0.179179,-0.114478,-0.977133,-0.072,-0.096,-0.197,-0.071,0.026,0.05,0.03,0,0,0,0.99,0,0,0,0,0,1.05,0,0,1.01,0.75,0
0.021657,-0.186621,-0.982193,-0.125138,-0.187834,-0.974197,-0.053,-0.189,-0.408,0.041,-0.086,0.42,0,0,0.06,0,1.68,0,0,0,0,0.15,1.61,0,0.11,0.18,0.31,0
0.499804,-0.040347,-0.865198,0.353105,-0.052171,-0.934128,0.443,-0.051,-0.162,-0.532,-0.057,0.01,0,0.13,0,0,0,0,0,0,0,0,0,0,0,1.57,0.58,1.01
0.022022,-0.078801,-0.996647,-0.193714,-0.087886,-0.977114,-0.087,-0.084,-0.182,-0.074,0.031,0,0,0,0,0,1.02,0,0,0,0,0,1.19,0,0.07,0.87,0.82,0.2
0.032147,-0.011162,-0.999421,-0.078039,-0.024682,-0.996645,-0.023,-0.018,-0.144,0,-0.021,0.45,0.02,0,0,0,0.01,0.02,0,0,0,0,0.78,0,0,0.23,0.65,0.55
0.083834,-0.169818,-0.981903,-0.054138,-0.177606,-0.982611,0.015,-0.175,-0.281,0.109,-0.299,1.14,0,1.2,0,1.04,1.11,0.03,0,0.51,0,0.16,0.23,0.11,0,1.28,0.5,0
0.122889,-0.00576,-0.992404,0.058168,-0.037562,-0.9976,0.091,-0.022,-0.311,-0.063,0.001,0.15,0,0.02,0,0,1.73,0.02,0,0,0,0.01,0.72,0,0,0,0.69,2.04
0.049437,-0.296699,-0.95369,-0.106986,-0.238487,-0.965235,-0.03,-0.272,-0.541,0.098,-0.166,0.83,0.58,0,0,1.36,1.15,0,1.33,0.79,0,1.55,2.57,0,0.66,0.55,0.04,0
0.572332,-0.086152,-0.815484,0.485317,-0.177577,-0.856116,0.564,-0.156,-0.499,-0.815,0.134,0,0,0,0,1.39,1.27,0,1.69,0.54,0,0.53,1.52,1.62,0,2.58,0,0.3
0.058581,0.03184,-0.997775,-0.094754,0.009478,-0.995456,-0.018,0.021,-0.063,0.016,0.197,0.04,0,0,0,0,1.13,0.37,0,0,0,0.42,0.56,0.16,0,0.93,0.34,0
0.110579,-0.125924,-0.985858,-0.02551,-0.122114,-0.992188,0.043,-0.125,-0.26,-0.107,0.021,0,0,0,0,0,0.81,0,0,0,0,0,0.7,0,0,0,0.25,0
-0.319674,0.032163,-0.946982,-0.492435,0.019208,-0.870137,-0.42,0.028,-0.169,0.469,0.104,0,0,0.67,0,0,0,0,0,0,0,0,0.84,0,0.99,0.26,0.5,0
0.126684,-0.035461,-0.991309,-0.004682,-0.053408,-0.998562,0.061,-0.045,-0.118,-0.109,0.053,0.04,0,0.01,0,0,0.27,0,0,0,0,0.1,0.83,0.01,0,0.46,0.45,0.24
0.03171,-0.08926,-0.995503,-0.179593,-0.10826,-0.977766,-0.075,-0.1,-0.201,-0.069,0.023,0,0.01,0,0.08,0,1.01,0,0,0,0,0.18,1.28,0,0.08,0.63,0.93,0.16
0.086572,-0.011131,-0.996183,-0.088825,-0.00562,-0.996031,-0.001,-0.008,-0.1,0.049,-0.018,0,0,0.01,0,0,0,0,0,0,0,0.17,0.14,0.02,0,0.13,0.02,0
0.108115,-0.033621,-0.99357,-0.006619,-0.061944,-0.998058,0.051,-0.048,-0.121,-0.1,0.054,0.09,0,0.01,0,0,0.3,0,0,0,0,0.1,0.81,0.09,0,0.32,0.37,0
0.084729,-0.082833,-0.992955,-0.018846,-0.08595,-0.996121,0.033,-0.085,-0.198,-0.075,0.032,0,0,0,0,0,0.8,0,0,0,0,0.07,1.47,0,0.09,0.53,1.01,0
0.492456,-0.098047,-0.864797,0.341144,-0.133798,-0.93044,0.435,-0.128,-0.258,-0.51,0.027,0.02,0,0.08,0.06,0,0,0,0,0,0.03,0.4,0.09,0,0,0.33,0.21,0.41
