"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.039089,0.075194,-0.996403,-0.121314,0.075752,-0.989719,-0.041,0.076,0.066,0.081,0.011,0,0,1.19,0,0.14,0.7,0.25,0,0,1.13,0,0.12,0.06,0,0.03,0.09,0
0.076089,-0.011387,-0.997036,-0.061312,-0.050161,-0.996857,0.007,-0.031,-0.092,-0.03,-0.032,0.02,0.01,0.04,0.04,0,0,0,0,0,0,0.1,0.54,0,0.09,0.33,0.86,0.02
0.044921,0.209527,-0.976771,-0.087513,0.20555,-0.974726,-0.022,0.21,0.173,-0.018,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0.42,0,0,0.19,0.1,0.21
0.05978,0.095634,-0.99362,-0.116369,0.103149,-0.987835,-0.029,0.1,0.039,0.082,-0.037,0.2,0,1.04,0,0,0,0.05,0,0,0.01,0,0.09,0,0,0.17,0,1.22
0.103773,-0.040346,-0.993782,-0.004112,-0.062497,-0.998037,0.05,-0.052,-0.132,-0.085,0.056,0.05,0,0,0,0,0.36,0.05,0,0,0,0,0.6,0.02,0.05,0.03,0.18,0
0.082362,-0.005531,-0.996587,-0.091345,0.000597,-0.995819,-0.005,-0.002,-0.086,0.054,-0.018,0,0.02,0.03,0,0,0,0.01,0,0,0,0.25,0.21,0,0,0.16,0.03,0
0.123972,0.025957,-0.991946,-0.033539,0.042131,-0.998549,0.045,0.034,-0.056,-0.031,-0.067,0.34,0.27,0.06,0,0,0.69,0,0,0,0,0.23,0.13,0.44,0,0,0.02,0
-0.002195,0.231954,-0.972724,-0.086893,0.227966,-0.969784,-0.046,0.232,0.145,0.084,0.011,0,0,0.76,0,0.02,0.73,0,0,0,1.97,0.02,0.03,0.01,0.01,0.45,0.14,0.39
0.002555,0.239362,-0.970927,-0.108192,0.221537,-0.969132,-0.054,0.233,0.135,0.096,0.011,0.33,0.01,0.9,0,0.48,0.84,0,0,0,1.81,0.46,0.9,0.1,0.34,0,1.04,0.58
0.082093,-0.004356,-0.996615,-0.090341,0.001721,-0.995909,-0.004,-0.001,-0.085,0.053,-0.019,0,0.1,0.11,0,0,0,0,0,0,0,0.17,0.12,0,0,0.11,0.06,0
0.091558,-0.009434,-0.995755,-0.116522,-0.01883,-0.99301,-0.013,-0.014,-0.088,-0.031,-0.025,0,0,0,0,0,0.17,0,0,0,0,0.13,0.83,0.45,0,0.55,0.81,0.08
0.087712,0.21954,-0.971653,-0.028635,0.183936,-0.982521,0.03,0.204,0.159,0.093,0.021,0.29,0.25,0.33,0,0.42,0.26,0,0,0.2,2.08,0.25,1.8,0.4,0.84,0,0.86,0
0.067551,0.149706,-0.98642,-0.035879,0.106952,-0.993617,0.016,0.129,0.05,-0.031,0.067,0,0,0,0,0,0.02,0,0,0,0,0.11,0.38,0.14,0,0.77,0.29,0
0.032502,-0.05066,-0.998187,-0.085612,-0.035809,-0.995685,-0.027,-0.043,-0.101,-0.016,-0.047,0.02,0.05,0.08,0,0,0,0,0,0,0,0.1,1.15,0,0,0.02,0.64,0.11
0.105015,-0.018644,-0.994296,0.000728,-0.052558,-0.998618,0.053,-0.036,-0.112,-0.111,0.053,0.1,0,0,0,0,0.14,0.02,0,0,0,0.2,0.89,0.12,0,0.27,0.59,0.02
0.072167,-0.020022,-0.997192,-0.119934,-0.029213,-0.992352,-0.024,-0.025,-0.109,0.027,-0.028,0,0.02,0,0.25,0,0.22,0.28,0,0,0,0.13,0,0,0.64,0,0,0.32
