"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r","State"
0.02586,0.001543,-0.999664,-0.150044,-0.012833,-0.988596,-0.062,-0.006,-0.054,-0.017,0.048,0.02,0.05,0,0.14,0,0.16,0,0,0,0,0,0.39,0,0.23,0.38,0.12,0,100
0.109112,-0.055211,-0.992495,-0.019144,-0.069039,-0.99743,0.045,-0.062,-0.124,-0.107,0.051,0,0,0,0,0,0.05,0,0,0,0,0.03,0.96,0.07,0,0.17,0.58,0.27,100
0.084168,0.108107,-0.99057,-0.059666,0.063056,-0.996225,0.012,0.086,0.005,-0.097,0.003,0.03,0.02,0.12,0,0,0,0,0,0,0,0.11,0,0,0,0.75,0,0.06,100
-0.123942,-0.300208,-0.945787,-0.270863,-0.317014,-0.90892,-0.21,-0.321,-0.59,0.164,-0.027,1,1.63,0,0,0,0.75,0,0,0,0,1.17,2.73,0,0,0,1.19,0,-100
0.075392,0.072848,-0.994489,-0.069886,0.044191,-0.996576,0.003,0.059,-0.008,-0.012,0.233,0,0.02,0,0.01,0,1.53,0.52,0,0,0,0.32,0.27,0.11,0,0.77,0.51,0,100
0.085709,-0.008996,-0.99628,-0.095894,-0.002937,-0.995387,-0.005,-0.006,-0.116,0.058,-0.02,0.22,0.15,0.18,0,0,0.27,0.18,0,0,0,0.01,0.05,0.11,0,0.16,0,0.41,100
0.463929,0.001291,-0.885871,0.316486,-0.078165,-0.945371,0.403,-0.042,-0.242,-0.542,0.172,0,0,0,0,1.85,2.1,0,1.89,0.28,0.13,1.99,1.38,1.76,0,1.73,0,1.24,-100
0.004126,-0.270643,-0.962671,-0.18782,-0.25141,-0.949482,-0.096,-0.267,-0.492,0.105,-0.11,1.25,0.85,0.16,0.15,0,0.4,0.06,0,0,0,1.31,3.24,0,0.41,0,1.42,0,-100
0.49179,-0.061689,-0.868526,0.349883,-0.063524,-0.934637,0.437,-0.069,-0.197,-0.518,-0.148,0.14,0,0.78,0.02,0,0,0.04,0.18,0,0,0.08,0,0,0,0.56,0.48,0.35,-100
0.027283,-0.018294,-0.99946,-0.078089,-0.02515,-0.996629,-0.025,-0.022,-0.146,0.002,-0.021,0.51,0.06,0,0,0,0,0,0,0,0,0.01,0.5,0,0,0.47,0.52,0.73,100
-0.177543,0.030228,-0.983649,-0.405168,-0.027024,-0.913843,-0.298,0.002,-0.257,0.322,0.188,0.03,0,0.27,0,0,0.66,0,0.09,0,0,0,1.63,0,0.1,0,0.03,1.4,-100
0.014275,-0.018994,-0.999718,-0.122357,-0.032333,-0.991959,-0.054,-0.026,-0.077,-0.022,-0.027,0.04,0,0,0.19,0,0,0,0,0,0,0,1.08,0,0.25,0.04,1.11,0,100
0.016837,0.228672,-0.973358,-0.116985,0.21994,-0.968474,-0.052,0.227,0.181,0.015,0.02,0,0.02,0.26,0,0,0.11,0.01,0,0,0,0,0.56,0,0,0.18,0.19,0.53,100
0.09429,-0.267406,-0.95896,-0.084091,-0.223396,-0.971094,0.005,-0.249,-0.445,-0.017,0.004,1.05,0.76,0,0.45,0,1.27,0,0,0,0,0.23,0.83,0.46,2.15,0.92,0.57,0,-100
0.051829,0.008531,-0.99862,-0.126394,-0.016719,-0.991839,-0.037,-0.004,-0.092,0.045,0.028,0.15,0,0.04,0.23,0,0.58,0.09,0,0,0,0,0.34,0,0.78,0,0,0.5,100
-0.275958,0.031304,-0.96066,-0.42562,0.013615,-0.9048,-0.36,0.024,-0.206,0.353,0.324,0,0,0.64,0,0,1.59,0.2,0,0,0,0,0.26,0,0,0.98,0,1.31,-100
0.424442,-0.092466,-0.900722,0.279079,-0.102656,-0.954765,0.362,-0.105,-0.232,-0.419,-0.109,2.51,0.17,0.33,0.26,0,0,0,0,0,0,0.34,0.02,0,0,0.71,0.49,0.22,-100
0.228178,-0.017948,-0.973454,-0.029806,0.011948,-0.999484,0.1,-0.003,-0.071,-0.024,0.029,0,0.02,0.1,0.14,0,0.76,0.24,0,0,0.04,0,0.55,0.78,0.9,0.28,0.8,0,100
0.084204,-0.00203,-0.996446,-0.090001,0.005023,-0.995929,-0.003,0.002,-0.081,0.052,-0.02,0,0,0.14,0,0,0,0,0,0,0,0.08,0.2,0,0,0.3,0,0,100
0.376806,-0.819435,-0.431907,0.262885,-0.821332,-0.506266,0.598,-1.051,-1.561,-0.179,-0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.065642,0.104816,-0.992323,-0.07844,0.076597,-0.993972,-0.006,0.091,-0.02,-0.036,0.051,0,0,0.04,0,0,0,0,0,0,0,0.22,0,0.07,0,0.73,0,0.07,100
0.157698,0.054856,-0.985963,0.005062,-0.015665,-0.999864,0.082,0.02,-0.128,-0.083,0.055,0,0.09,0.1,0,0,0.6,0.18,0,0,0,0.25,0.53,0,0,0.16,0.45,0.92,100
0.367337,-0.112294,-0.923284,0.222191,-0.125347,-0.966912,0.302,-0.125,-0.216,-0.328,-0.093,0.36,0,2.54,0,0.31,0.44,0.6,1.05,0,0,0.76,0,0,0,0.63,0.28,0,-100
-0.116903,0.082602,-0.989702,-0.447485,0.044123,-0.893202,-0.291,0.067,-0.221,0.316,0.382,0,0,0.18,0,0,0,0,0,0,0,0,0.36,0,0.04,0.5,0,2.58,-100
0.057177,0.216621,-0.97458,-0.079303,0.223602,-0.971449,-0.011,0.222,0.181,0,0.027,0,0.33,0.08,0,0,0,0,0,0,0,0,0.37,0,0,0.35,0.41,0.15,100
0.084095,-0.109931,-0.990375,-0.147738,-0.089856,-0.984936,-0.032,-0.101,-0.42,0.071,0.007,1.16,0.57,0.25,0.13,0,0.96,0.18,0,0,0,0,0.3,0.41,0,0,0.36,3.09,100
0.117169,-0.105595,-0.987482,-0.041756,-0.160532,-0.986147,0.038,-0.134,-0.15,-0.101,0.066,0.26,0.02,0,0.21,0,0,0.22,0,0,0,0.08,0.23,0.03,0,0,0.27,0,100
0.084231,0.001929,-0.996444,-0.1006,0.008432,-0.994891,-0.008,0.005,-0.111,0.062,-0.02,0.2,0.03,0.16,0,0,0.21,0,0,0,0,0,0.04,0.16,0,0.17,0,0.64,100
-0.129401,0.079577,-0.988394,-0.422191,0.084703,-0.902541,-0.284,0.087,-0.21,0.358,0.344,0,0,0.49,0,0,0.07,0,0,0,0,0,0.53,0,0,0.9,0,2.5,-100
0.129973,-0.158676,-0.978738,-0.013572,-0.188077,-0.98206,0.059,-0.175,-0.323,-0.069,0.196,1.26,0,0,0.78,0,0.72,0.47,0,0,0,0,0.39,0.65,0,0,0,0,100
0.03489,-0.041908,-0.998512,-0.129075,-0.087367,-0.987779,-0.047,-0.065,-0.226,0.027,0.025,0.24,0,0.01,0,0,0.2,0,0,0,0,0.26,0.1,0.58,0,0.25,0.96,0.69,100
0.082892,0.015953,-0.996431,-0.09993,0.022878,-0.994731,-0.009,0.019,-0.144,0.062,-0.024,0.6,0.01,0.56,0,0,0.59,0.23,0,0,0,0.2,0.05,0.06,0,0.06,0.09,2.36,100
-0.005406,-0.180353,-0.983587,-0.094152,-0.196046,-0.976064,-0.051,-0.19,-0.419,-0.019,0.255,0.53,0,0.18,0,0.21,2.47,0,0.14,0.04,0,0,0.09,0,0,1.32,1.5,0,-100
0.560438,-0.067077,-0.825476,0.483114,-0.151336,-0.862379,0.554,-0.129,-0.418,-0.805,0.221,0,0,0,0,1.97,1.91,0,1.57,1.29,0.12,0,1.07,1.57,0.03,1.53,0,0,-100
0.088912,0.027594,-0.995657,-0.089485,0.034726,-0.995383,0,0.031,-0.06,0.049,-0.02,0,0.29,0.31,0,0,0.26,0.03,0,0,0,0,0.22,0,0,0.31,0,0.04,100
0.213371,0.324036,-0.921669,-0.088853,0.374599,-0.92292,0.067,0.362,0.11,0.034,-0.071,0,0,0.34,0,0,0,0,0,0,0,0,0.81,0,0,1.14,0,3.38,-100
-0.026891,-0.056398,-0.998046,-0.179743,-0.102496,-0.978359,-0.104,-0.08,-0.257,0.045,0.038,0.87,0,0.14,0,0,0.3,0,0,0,0,0.05,0.08,0.39,0,0.44,1.12,0.47,100
0.020469,0.071853,-0.997205,-0.192471,0.03383,-0.980719,-0.087,0.053,-0.069,0.063,0.001,0,0,0.43,0,0,0.24,0.01,0,0,0,0.09,0.2,0,0,0.47,0.02,0.79,100
0.398276,-0.121509,-0.909182,0.247339,-0.071154,-0.966313,0.332,-0.102,-0.204,-0.35,-0.391,2.08,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.8,0.38,0.45,-100
0.030567,-0.112427,-0.99319,-0.110542,-0.110812,-0.987675,-0.04,-0.112,-0.124,0.003,-0.021,0,0.07,0,0,0,0,0,0,0,0,0,1,0,0.09,0.06,0.56,0,100
0.081448,-0.019977,-0.996477,-0.098383,-0.014188,-0.995048,-0.009,-0.017,-0.121,0.061,-0.019,0.06,0,0.14,0,0,0.08,0.08,0,0,0,0.1,0.11,0.07,0,0.13,0.07,0,100
0.076616,-0.030391,-0.996597,-0.097876,-0.068994,-0.992804,-0.011,-0.05,-0.128,-0.116,0.043,0,0,0,0,0,0.23,0,0,0,0,0,0.73,0,0.13,0.03,0.8,0,100
0.118534,0.046873,-0.991843,-0.090239,-0.014678,-0.995812,0.014,0.016,-0.077,-0.162,0.055,0,0,0,0.01,0,0.14,0,0,0,0,0.04,0.62,0.09,0.15,0.02,0.89,0,100
0.012727,0.077217,-0.996933,-0.178575,0.040339,-0.983099,-0.084,0.059,-0.059,0.056,0.044,0.16,0,0,0.43,0,0.21,0,0,0,0,0,0,0,0.16,0,0.33,0.01,100
0.101018,-0.001229,-0.994884,-0.032064,-0.025812,-0.999152,0.035,-0.014,-0.128,-0.052,0.199,1,0,0,0,0,0.62,0,0,0,0.08,0,1.06,1.53,0.89,0,1.45,0,100
0.420283,-0.100082,-0.901857,0.272876,-0.069518,-0.959534,0.356,-0.091,-0.178,-0.381,-0.302,0.11,0,2.88,0,0.15,0.83,0.8,1.12,0,0,0,0,0,0,1.35,0.89,0,-100
-0.007349,-0.147558,-0.989026,-0.042489,-0.160031,-0.986197,-0.025,-0.154,-0.375,0.107,-0.061,1.62,0.34,0.7,0,0.75,3.2,0.2,0,0.22,0,1.96,3.16,0,0.84,0.08,0.18,0,-100
0.082571,-0.692261,-0.716908,-0.243781,-0.661298,0.709405,-1.524,-1.565,-1.675,0.237,-1.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
-0.164399,0.002327,-0.986391,-0.354197,-0.056176,-0.933482,-0.264,-0.028,-0.187,0.259,0.01,0,0,0.04,0,0,0.54,0,0,0,0,0,1.85,0,0.25,0.37,0.66,0.49,-100
0.073034,-0.002465,-0.997326,-0.091183,-0.021419,-0.995604,-0.009,-0.012,-0.085,-0.033,-0.031,0,0,0,0,0,0.17,0,0,0,0,0.11,0.81,0.29,0,0.55,0.88,0.16,100
-0.204272,-0.001923,-0.978912,-0.252654,-0.037864,-0.966816,-0.231,-0.02,-0.203,0.286,0.247,0,0,1.12,0,0.56,2.52,0.5,2,0.85,0,0,0.55,0.32,0.11,0.58,0.18,0.01,-100
0.409838,-0.088368,-0.907868,0.264393,-0.046717,-0.963283,0.346,-0.072,-0.205,-0.379,-0.343,2.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0.69,0.57,1.43,-100
0.478627,0.064268,-0.875663,0.149703,0.009519,-0.988685,0.325,0.04,-0.223,-0.411,0.254,0.59,0,0,0,0,0.48,0,0,0,0,2.83,3.1,1.45,0,0.68,2.59,0.4,-100
0.096791,-0.059127,-0.993547,-0.071543,-0.091572,-0.993225,0.013,-0.076,-0.088,-0.039,-0.025,0,0.06,0,0.19,0,0,0,0,0,0,0.15,0.46,0,0.1,0.43,0.73,0.09,100
0.212963,-0.845485,-0.489695,0.069957,-0.876589,-0.476128,0.285,-1.06,-1.602,-0.277,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.130598,0.045259,-0.990402,-0.01951,0.039494,-0.999029,0.056,0.043,-0.038,-0.059,0.083,0,0.17,0,0,0,1.2,0.11,0,0,0,0.33,0.69,0.22,0,0.51,0.4,0.01,100
-0.044765,0.368237,-0.928654,-0.173928,0.345208,-0.922269,-0.118,0.368,0.462,0.254,-0.228,0,0,0,0.94,0,0.16,0.01,0,0,0,0,1.38,0,2.38,0.4,0.39,0,-100
0.08422,-0.002028,-0.996445,-0.090014,0.005026,-0.995928,-0.003,0.002,-0.081,0.052,-0.02,0,0,0.14,0,0,0,0,0,0,0,0.06,0.21,0,0,0.31,0.02,0,100
-0.078494,0.294116,-0.952541,-0.258498,0.238017,-0.93623,-0.177,0.275,0.174,0.215,0.252,0,0,0,0,0,0.46,0,0,0,0,0,1.33,0,0,1.03,0,0.62,-100
0.024578,0.107652,-0.993885,-0.114348,0.077284,-0.99043,-0.045,0.093,-0.027,0.007,0.135,0,0,0,0,0,0.95,0.25,0,0,0,0.43,0.49,0.09,0,0.77,0.64,0.07,100
0.055352,0.056777,-0.996851,-0.100858,0.039502,-0.994116,-0.023,0.048,-0.035,0.03,0.16,0,0,0.08,0,0,1.13,0.27,0,0,0,0.76,0.99,0.07,0,0.79,0.4,0.06,100
0.433688,0.171547,-0.884583,0.304052,0.122604,-0.944733,0.383,0.159,0.251,-0.524,0.301,1.93,1.06,1.62,0,0,0,0,0.65,0,0,0,1.37,0,0,1.69,1.96,0,-100
0.176508,-0.094759,-0.979727,0.042783,-0.189451,-0.980958,0.111,-0.144,-0.342,-0.195,0.583,0.01,0,0.24,0.2,0,0.79,0.08,0,0,0,0.21,1.69,0,0,0,0.04,0.62,-100
-0.070166,0.414442,-0.907367,-0.455451,0.303891,-0.836789,-0.293,0.391,0.187,0.229,0.293,0,0,0,0,0,0.43,0,0,0,0,0,1.05,0,0,1.09,0,3.05,-100
-0.145384,0.05568,-0.987807,-0.189052,-0.042695,-0.981038,-0.168,0.007,-0.264,0.232,0.086,0.05,0,0,0.03,0.77,3.9,0.56,0.78,1.32,0.48,0,0.82,0.26,0.8,0.15,0.13,0,-100
0.133993,0.085529,-0.987284,-0.01462,0.063932,-0.997847,0.06,0.075,-0.013,-0.073,0.161,0.17,0,0,0,0,0.96,0.59,0,0,0,0,0,0.15,0,0.11,0,0,100
-0.316219,-0.230448,-0.920271,-0.5605,-0.195739,-0.80469,-0.47,-0.242,-0.43,0.516,0.165,0.25,0,0.58,0,0,0.79,0,0,0,0,0,2.2,0,1.99,0,0.7,0.2,-100
0.412367,0.227232,-0.882224,0.359788,0.110261,-0.926496,0.403,0.184,0.166,-0.662,0.804,0.14,0,0.06,0,1.2,2.18,0.39,0.73,0.93,0,0.79,0.8,0,0.27,1.66,0.17,0,-100
0.083231,-0.005349,-0.996516,-0.090881,0.000405,-0.995862,-0.004,-0.002,-0.093,0.053,-0.017,0.02,0.09,0.11,0,0,0,0.11,0,0,0,0.06,0.09,0,0,0.16,0,0.04,100
0.178558,-0.109363,-0.977833,-0.005871,-0.14097,-0.989996,0.088,-0.127,-0.153,-0.13,0.055,0,0,0,0.18,0,0,0,0,0,0,0,0.98,0.01,0.41,0,1.24,0,100
0.082698,-0.006881,-0.996551,-0.090407,-0.001004,-0.995904,-0.004,-0.004,-0.09,0.053,-0.017,0.08,0.01,0.05,0,0,0,0,0,0,0,0.11,0.15,0,0,0.01,0,0,100
0.096392,-0.023974,-0.995055,-0.013924,-0.057971,-0.998221,0.041,-0.041,-0.123,-0.078,0.056,0,0,0,0,0,0.08,0.05,0,0,0,0,0.51,0,0,0.17,0.34,0,100
0.562414,0.032411,-0.82622,0.44112,-0.019575,-0.897234,0.527,0.007,-0.167,-0.487,0.239,0,0,0,0,0,0,0,0.51,0,0,0.66,0.59,0,0,0.3,1.11,0.11,-100
0.414697,0.212785,-0.884731,0.250993,0.085408,-0.964214,0.346,0.16,-0.115,-0.474,0.289,0,0,0,0,0,0.1,0,0.77,0,0,1.38,1.28,0.93,0,0.04,0,2.5,-100
0.31548,0.441079,-0.840191,-0.215714,0.423411,-0.879881,0.058,0.466,0.324,-0.046,-0.021,0,0.11,1.16,0,0.35,1.04,1.14,0.38,0,0.14,0,0.51,0,0,1.03,0.16,1.56,-100
0.037687,0.111884,-0.993006,-0.131753,0.099304,-0.986296,-0.047,0.106,0.003,0.028,0.042,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,100
-0.008419,-0.012418,-0.999887,-0.184095,-0.073657,-0.980145,-0.097,-0.043,-0.194,-0.013,0.195,4.1,0.23,0,1.1,0,0,0,0,0,0,0,1.61,0,0,0.37,0.37,0,-100
0.375822,-0.254164,-0.891156,0.206692,-0.261887,-0.942706,0.308,-0.274,-0.453,-0.325,-0.017,0.33,0.37,0,0,0.08,0.65,0,0.03,0.79,0,0,1.04,0,0.51,0.05,0.75,0,-100
0.081301,0.017996,-0.996527,-0.096391,0.026765,-0.994984,-0.008,0.022,-0.062,0.055,-0.026,0.01,0.15,0.05,0,0,0.05,0.07,0,0,0,0.03,0,0,0,0.28,0.08,0,100
0.083068,-0.232296,-0.969091,-0.083898,-0.217698,-0.972404,0,-0.228,-0.445,0.081,-0.014,0.76,0.01,0.84,0,0.01,2.46,0.47,0,0,0,0.55,2.59,0.12,0.1,0.16,0.9,0,-100
0.426471,-0.094079,-0.899595,0.274585,-0.057683,-0.959831,0.361,-0.081,-0.165,-0.399,-0.298,0.07,0,2.76,0,0.21,0.68,0.82,1.24,0,0,0,0,0,0,1.29,0.87,0,-100
-0.1579,-0.270583,-0.949659,-0.313202,-0.30659,-0.898836,-0.25,-0.303,-0.535,0.15,0.075,1.42,1.37,0,0.06,0,1.14,0,0,0,0,0.88,2.66,0.07,0,0,0.72,0,-100
0.118772,-0.119949,-0.98565,-0.050756,-0.1108,-0.992546,0.034,-0.116,-0.301,0.015,0.118,0,0,0,0,0,1.71,0.06,0,0,0,0,1.2,0.23,0,0,0,1.38,-100
0.062635,0.210631,-0.975557,-0.092251,0.204859,-0.974434,-0.015,0.21,0.195,0.001,0.031,0,0,0.1,0,0,0.19,0,0,0,0,0,0.35,0,0,0.1,0.03,0.1,100
0.099583,0.034304,-0.994438,-0.128454,0.011883,-0.991644,-0.015,0.023,-0.123,0.063,-0.002,0,0,0,0.13,0,0.99,0.07,0,0,0,0.03,0.56,0.23,0.16,0.16,1.08,0.43,100
0.153259,-0.482531,-0.862366,-0.000789,-0.513354,-0.858177,0.088,-0.525,-0.81,-0.037,0.123,0.36,0,0,0,0,1.35,0.33,0,0,0,0.45,3.1,0,0.03,0.59,2.05,0.09,-100
0.008145,-0.000364,-0.999967,-0.15893,-0.036389,-0.986619,-0.076,-0.018,-0.067,0.009,0.066,0,0,0,0,0,0.44,0,0,0,0,0.04,0.73,0,0,0.23,0.04,0.06,100
0.451438,-0.111751,-0.885277,0.29363,-0.0993,-0.950747,0.386,-0.114,-0.242,-0.424,-0.191,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.21,0.23,0.83,-100
0.450182,-0.015729,-0.892798,0.294143,-0.021991,-0.955508,0.383,-0.02,-0.138,-0.453,-0.089,1.63,0,0.59,0,0.69,0,0,1.64,1.22,0.08,0,0,0,0,2.33,0.73,0.38,-100
0.156889,-0.162243,-0.974199,-0.021706,-0.09005,-0.995701,0.069,-0.127,-0.293,-0.005,-0.179,0,0,0,0,0.01,1.23,0,0,0,0,0,0.53,0.68,0.72,0.17,0.09,0,-100
0.08003,-0.021967,-0.99655,-0.098321,-0.017203,-0.995006,-0.009,-0.02,-0.125,0.061,-0.015,0.18,0.04,0.07,0,0,0.06,0.09,0,0,0,0.16,0.12,0,0,0.21,0.12,0,100
-0.055731,-0.023943,-0.998159,-0.201833,-0.112345,-0.972955,-0.13,-0.069,-0.225,0.043,0.339,0,0,0.72,0.55,0,2.32,0,0,0,0,0,0.94,0,0,2.78,3.92,0,-100
0.575048,-0.094332,-0.812663,0.493139,-0.189211,-0.849125,0.571,-0.169,-0.498,-0.822,0.138,0,0,0,0,1.24,1.11,0,1.25,0.38,0,0.16,1.62,1.63,0,2.44,0,0.03,-100
0.068969,-0.073719,-0.994891,-0.091876,-0.086749,-0.991985,-0.012,-0.081,-0.16,-0.082,0.016,0,0,0,0,0,0.92,0,0,0,0,0,0.18,0,0,0,0.64,0,100
0.206183,-0.117434,-0.971441,0.077144,-0.22062,-0.972304,0.145,-0.172,-0.358,-0.23,0.625,0.11,0,0.27,0.23,0,0.93,0.19,0,0,0,0.04,1.7,0,0,0,0.01,0.01,-100
-0.095363,-0.122247,-0.987908,-0.327059,-0.177445,-0.928195,-0.217,-0.155,-0.362,0.272,0.077,0.29,0,0.06,0,0,0.43,0,0,0,0,0,2.02,0,0.59,0,0.73,0.06,-100
0.212609,-0.127388,-0.968798,0.083202,-0.231095,-0.969367,0.151,-0.183,-0.366,-0.236,0.63,0.1,0,0.07,0.31,0,1.01,0.09,0,0,0,0.14,2.01,0,0,0.11,0.09,0,-100
-0.125373,0.078589,-0.988992,-0.250765,0.010989,-0.967986,-0.19,0.046,-0.095,-0.012,0.256,4.73,1.73,0,2.16,0,0,0,0,0,0,0,1.53,0,0,1.02,1.43,0,-100
0.040033,-0.070742,-0.996691,-0.10611,-0.052757,-0.992954,-0.033,-0.062,-0.083,-0.022,-0.031,0,0,0,0.09,0,0,0,0,0,0,0,1.2,0,0.38,0,0.92,0,100
0.218595,-0.126797,-0.967543,0.090861,-0.230344,-0.968858,0.158,-0.182,-0.366,-0.243,0.628,0.08,0,0.05,0.21,0,1.08,0.08,0,0,0,0.24,2.05,0,0,0,0.03,0,-100
0.16456,-0.051789,-0.985007,-0.0867,-0.056304,-0.994642,0.039,-0.055,-0.137,0.045,0.009,0,0,0,0.7,0,0.62,0,0,0,0,0.03,0.48,0.08,0.43,0.44,1.16,0,100
0.422053,0.072998,-0.903627,0.307685,0.019464,-0.951289,0.375,0.05,-0.016,-0.494,0.269,3,0.17,1.53,0,0,0,0,1.97,0,0,0,0,0,0,1.89,1.94,0,-100
0.513554,0.029568,-0.857547,0.407959,-0.041716,-0.912047,0.48,-0.007,-0.092,-0.655,0.319,0,0,0.68,0,0.45,0.67,0.01,1.16,0,0,0.19,0.42,0,0,1.04,0.13,0,-100
0.491006,0.047642,-0.869853,0.373695,0.016269,-0.927409,0.448,0.036,-0.05,-0.564,0.05,2.94,0.92,1.27,0,0,0,0,0.36,0,0,0,0,0,0,0.79,1.22,0.39,-100
0.017828,-0.007573,-0.999812,-0.156572,-0.040307,-0.986844,-0.07,-0.024,-0.07,0.011,0.066,0,0,0,0,0,0.41,0,0,0,0,0,0.56,0,0,0.35,0.07,0.22,100
0.021599,0.083589,-0.996266,-0.100198,0.014373,-0.994864,-0.039,0.049,-0.155,0.098,0.264,0,0,0.81,0,2.42,3.06,0,1.02,0.56,0,0,0,0.07,0,4.15,2.66,0,-100
0.0767,-0.067482,-0.994768,-0.09813,-0.096726,-0.990462,-0.011,-0.083,-0.158,-0.069,0.015,0,0,0,0.06,0,1.02,0,0,0,0,0,0.75,0,0.14,0,1.07,0.03,100
0.06189,0.118816,-0.990986,-0.068674,0.096894,-0.992923,-0.003,0.108,0.01,0.035,0.017,0,0,0.33,0,0,0.02,0,0,0,0,0,0,0.12,0,0.39,0,0.54,100
0.084104,-0.011137,-0.996395,-0.090639,-0.006061,-0.995865,-0.003,-0.009,-0.097,0.052,-0.015,0.14,0.09,0.16,0,0,0,0.01,0,0,0,0.25,0.06,0,0,0.26,0,0,100
0.160463,-0.154888,-0.974814,0.036897,-0.155845,-0.987092,0.1,-0.157,-0.325,-0.157,-0.104,0.55,0,0.21,0,0,0,0,0,0,0,0.99,4.46,0.17,1.71,0,2.27,0,-100
0.083848,0.017373,-0.996327,-0.103121,0.024004,-0.994379,-0.01,0.021,-0.11,0.065,-0.022,0.15,0,0.29,0,0,0.38,0.16,0,0,0,0.01,0,0.25,0,0.12,0,1.1,100
-0.158912,0.002295,-0.98729,-0.317227,0.024377,-0.948036,-0.241,0.014,-0.181,0.206,0.077,0,0,0.39,0,0,0.17,0,0,0,0,0,1.9,0,0.87,0,1.65,0.7,-100
-0.163277,0.323926,-0.931887,-0.517647,0.315317,-0.795372,-0.376,0.354,0.095,0.365,0.116,0,0.35,0,0,0,0.27,0.67,0,0,0,0,0.65,0,0,1.04,0,2.01,-100
-0.321266,0.005392,-0.946974,-0.490776,-0.006521,-0.871262,-0.42,-0.001,-0.176,0.477,0.122,0,0,0.64,0,0,0,0,0,0,0,0,0.78,0,1.16,0.63,1.05,0,-100
0.004392,0.019221,-0.999806,-0.106397,-0.014629,-0.994216,-0.051,0.002,-0.234,0.116,0.383,0.88,0.07,0.45,0.63,1.8,2.32,0,1.42,0.83,0,0,0,0,0,3.89,3,0,-100
0.048478,-0.118661,-0.991751,-0.054612,-0.105582,-0.99291,-0.003,-0.113,-0.337,0.096,-0.263,2.15,0,1.26,0.18,0.35,1.08,0,0.13,0,0,1.48,2.38,0.01,0,0.17,0.46,0,-100
-0.034834,0.34768,-0.936966,-0.15383,0.332314,-0.930539,-0.101,0.349,0.446,0.299,-0.167,0,0,0.01,0.09,0.03,0.41,0.23,0,0,0,0,1.13,0,1.58,1.21,0.09,0.1,-100
0.539183,-0.011944,-0.842104,0.427241,-0.047442,-0.902892,0.506,-0.034,-0.146,-0.646,-0.022,1.56,0.37,0.95,0,0,0,0,0.41,0,0,0,0,0,0,0.43,0.38,0.48,-100
0.011364,0.016825,-0.999794,-0.087252,0.002382,-0.996183,-0.038,0.01,-0.076,0.02,-0.024,0.01,0,0.06,0,0,0,0,0,0,0,0.29,1.46,0.45,0,0.46,1.14,0.5,100
0.028978,-0.028417,-0.999176,-0.12742,-0.078335,-0.988751,-0.049,-0.054,-0.119,-0.061,0.103,0,0,0,0,0,0.76,0.03,0,0,0,0,0.49,0,0,0.01,0,0.06,100
-0.011988,0.01288,-0.999845,-0.1803,-0.020264,-0.983403,-0.097,-0.004,-0.073,-0.028,-0.024,0.11,0,0,0.29,0,0,0,0,0,0,0.09,0.88,0,0.21,0.41,0.91,0,100
0.513639,-0.127999,-0.848405,0.356584,-0.136104,-0.924296,0.456,-0.148,-0.301,-0.55,-0.1,0,0,0,0,0,0,0,0.13,0.12,0,0,0.27,0.06,0,0.42,0.41,0.29,-100
0.082877,0.004254,-0.996551,-0.088982,0.011418,-0.995968,-0.003,0.008,-0.074,0.052,-0.02,0,0.01,0.05,0,0,0,0.01,0,0,0,0.12,0.28,0.1,0,0.1,0,0,100
0.491183,0.373038,-0.787135,0.49116,0.373033,-0.787152,0.558,0.443,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.134806,0.045626,-0.989821,-0.014795,0.026614,-0.999536,0.06,0.036,-0.064,-0.062,0.139,0.39,0.09,0,0,0,1.4,0.67,0,0,0,0.07,0.08,0.23,0.03,0.12,0,0,100
0.030638,0.021568,-0.999298,-0.08324,0.012382,-0.996453,-0.026,0.017,-0.088,0.004,-0.023,0.19,0,0.18,0,0,0.16,0,0,0,0,0.27,1.75,0.34,0.16,0.03,1.21,0.23,100
0.11304,-0.112083,-0.987248,-0.070824,-0.145909,-0.98676,0.021,-0.13,-0.222,-0.03,0.045,0.36,0,0,0,0,1.71,0,0,0,0,0,0,0.17,0.26,0.21,0.01,0.02,100
-0.017377,0.002855,-0.999845,-0.215982,-0.029386,-0.975955,-0.118,-0.013,-0.119,0.056,0,0.02,0,0,0.18,0,0.69,0.02,0,0,0,0,0.15,0,0,0,0.49,0,100
